order_id,customer_id,product_id,order_date,quantity,unit_price,sales_amount,discount_pct,order_status,currency,region,load_timestamp
SO000001224,CUST0000409,MAT001163,2025-02-20,19.0,558.87,10618.53,0,Completed,USD,Mexico,2026-08-12 03:25:20
SO000001225,CUST0004702,MAT000100,2023-07-26,11.0,869.94,9569.34,0,Cancelled,USD,USA,2026-08-11 15:25:20
SO000001226,CUST0003507,MAT000414,2026-03-19,11.0,271.71,2988.81,10,Completed,USD,USA,2026-08-11 22:25:20
SO000001227,CUST0002627,MAT000371,2026-05-20,13.0,379.96,4939.48,0,Completed,USD,Singapore,2026-08-11 13:25:20
SO000001228,CUST0002083,MAT000971,2025-04-21,24.0,366.26,8790.24,10,Pending,EUR,UAE,2026-08-11 12:25:20
SO000001229,CUST0007046,MAT000812,2026-01-28,8.0,828.17,6625.36,0,Completed,USD,Japan,2026-08-12 11:25:20
SO000001230,CUST0002265,MAT000631,2023-03-03,6.0,370.74,2224.44,5,Completed,USD,China,2026-08-11 21:25:20
SO000001231,CUST0000434,MAT000255,2024-07-19,6.0,401.27,2407.62,10,Completed,USD,Germany,2026-08-12 05:25:20
SO000001232,CUST0004718,MAT000502,2025-02-18,18.0,230.85,4155.3,0,Completed,USD,Canada,2026-08-12 15:25:20
SO000001233,CUST0000237,MAT000551,2024-12-09,10.0,6.05,60.5,20,Completed,USD,Australia,2026-08-11 16:25:20
SO000001234,CUST0007726,MAT000590,2025-03-07,1.0,103.85,103.85,5,Completed,INR,Australia,2026-08-12 00:25:20
SO000001235,CUST0001745,MAT000043,2026-06-24,14.0,634.98,8889.72,5,Pending,INR,Germany,2026-08-12 09:25:20
SO000001236,CUST0004944,MAT000255,2025-04-30,13.0,615.83,8005.79,20,Completed,GBP,China,2026-08-12 04:25:20
SO000001237,CUST0007892,MAT000390,2026-03-23,2.0,293.66,587.32,0,Completed,EUR,Germany,2026-08-12 05:25:20
SO000001238,CUST0001526,MAT000455,2024-01-31,3.0,428.34,1285.02,10,Returned,JPY,Germany,2026-08-12 16:25:20
SO000001239,CUST0005719,MAT000319,2023-06-02,23.0,271.15,6236.45,0,Completed,USD,USA,2026-08-12 12:25:20
SO000001240,CUST0004446,MAT001002,2025-08-23,7.0,659.17,4614.19,15,Returned,INR,USA,2026-08-11 14:25:20
SO000001241,CUST0000276,MAT000914,2026-09-21,18.0,759.04,13662.72,10,Shipped,USD,Singapore,2026-08-12 00:25:20
SO000001242,CUST0005664,MAT000826,2026-02-04,25.0,809.7,20242.5,5,Cancelled,EUR,India,2026-08-11 15:25:20
SO000001243,CUST0003159,MAT000881,2025-11-09,22.0,160.61,3533.42,10,Completed,USD,Germany,2026-08-11 12:25:20
SO000001244,CUST0000725,MAT000888,2024-10-18,2.0,627.04,1254.08,10,Completed,USD,Japan,2026-08-12 16:25:20
SO000001245,CUST0005439,MAT000369,2025-10-01,5.0,866.89,4334.45,20,Completed,GBP,Canada,2026-08-11 15:25:20
SO000001246,CUST0007478,MAT000552,2023-04-22,12.0,587.3,7047.6,0,Completed,EUR,France,2026-08-12 06:25:20
SO000001247,CUST0007890,MAT001059,2026-05-16,17.0,319.12,5425.04,0,Completed,USD,South Africa,2026-08-12 09:25:20
SO000001248,CUST0002033,MAT000649,2024-03-15,16.0,574.17,9186.72,0,Returned,GBP,USA,2026-08-12 16:25:20
SO000001249,CUST0006711,MAT000689,2024-04-20,22.0,621.14,13665.08,0,Completed,EUR,UK,2026-08-11 15:25:20
SO000001250,CUST0000146,MAT000073,2024-02-23,6.0,360.36,2162.16,20,Completed,USD,Canada,2026-08-11 13:25:20
SO000001251,CUST0005903,MAT000278,2025-02-16,22.0,98.07,2157.54,10,Cancelled,AED,USA,2026-08-11 15:25:20
SO000001252,CUST0000906,MAT001006,2024-04-14,17.0,547.96,9315.32,0,Completed,USD,UAE,2026-08-12 17:25:20
SO000001253,CUST0002832,MAT000195,2026-07-05,18.0,722.92,13012.56,0,Pending,INR,China,2026-08-11 15:25:20
SO000001254,CUST0005542,MAT000772,2023-07-07,10.0,897.83,8978.3,0,Completed,USD,France,2026-08-12 09:25:20
SO000001255,CUST0001857,MAT000844,2025-10-09,16.0,204.64,3274.24,20,Shipped,AED,Australia,2026-08-11 18:25:20
SO000001256,CUST0005727,MAT000184,2023-06-27,1.0,631.85,631.85,10,Completed,EUR,UK,2026-08-11 22:25:20
SO000001257,CUST0007103,MAT000805,2024-07-18,20.0,30.1,602.0,0,Completed,USD,Brazil,2026-08-12 03:25:20
SO000001258,CUST0002119,MAT001078,2026-04-28,12.0,872.99,10475.88,5,Completed,USD,China,2026-08-12 08:25:20
SO000001259,CUST0006100,MAT000440,2023-07-04,15.0,16.25,243.75,5,Shipped,INR,USA,2026-08-12 07:25:20
SO000001260,CUST0006358,MAT000473,2025-06-23,6.0,326.12,1956.72,0,Completed,USD,South Africa,2026-08-12 12:25:20
SO000001261,CUST0004069,MAT000406,2026-09-08,7.0,73.38,513.66,20,Completed,EUR,Canada,2026-08-11 23:25:20
SO000001262,CUST0000496,MAT000052,2023-03-05,1.0,560.77,560.77,0,Completed,USD,Saudi Arabia,2026-08-12 16:25:20
SO000001263,CUST0006584,MAT000272,2025-07-09,15.0,308.85,4632.75,5,Shipped,USD,India,2026-08-11 14:25:20
SO000001264,CUST0001089,MAT000765,2026-04-07,12.0,660.98,7931.76,20,Completed,USD,France,2026-08-12 15:25:20
SO000001265,CUST0000796,MAT000265,2025-10-27,10.0,440.31,4403.1,10,Completed,USD,Mexico,2026-08-12 13:25:20
SO000001266,CUST0006467,MAT000996,2024-06-03,25.0,380.37,9509.25,15,Completed,JPY,Brazil,2026-08-12 10:25:20
SO000001267,CUST0000451,MAT000589,2025-08-26,18.0,316.92,5704.56,15,Completed,JPY,Canada,2026-08-12 12:25:20
SO000001268,CUST0003544,MAT000983,2023-08-15,14.0,82.09,1149.26,0,Completed,USD,France,2026-08-11 18:25:20
SO000001269,CUST0004819,MAT001032,2026-07-11,24.0,188.32,4519.68,10,Completed,USD,UK,2026-08-12 06:25:20
SO000001270,CUST0007152,MAT000483,2025-12-23,23.0,577.0,13271.0,20,Completed,AED,France,2026-08-12 16:25:20
SO000001271,CUST0002511,MAT000718,2024-12-05,1.0,449.59,449.59,10,Completed,AED,Germany,2026-08-12 12:25:20
SO000001272,CUST0007308,MAT000095,2026-05-20,17.0,67.73,1151.41,5,Completed,AED,Japan,2026-08-12 13:25:20
SO000001273,CUST0005771,MAT000562,2023-12-15,19.0,491.84,9344.96,10,Completed,USD,USA,2026-08-12 09:25:20
SO000001274,CUST0005039,MAT000914,2026-07-08,22.0,53.46,1176.12,0,Completed,INR,Singapore,2026-08-12 06:25:20
SO000001275,CUST0007201,MAT000430,2024-08-26,13.0,463.0,6019.0,0,Completed,EUR,Singapore,2026-08-12 08:25:20
SO000001276,CUST0004651,MAT000249,2024-05-25,4.0,868.64,3474.56,0,Completed,INR,UAE,2026-08-12 14:25:20
SO000001277,CUST0006861,MAT000339,2023-06-01,21.0,280.07,5881.47,10,Completed,INR,Brazil,2026-08-12 07:25:20
SO000001278,CUST0007682,MAT001108,2025-12-26,3.0,652.54,1957.62,0,Completed,GBP,Mexico,2026-08-12 01:25:20
SO000001279,CUST0004316,MAT000844,2025-02-25,2.0,672.27,1344.54,10,Shipped,JPY,Germany,2026-08-12 14:25:20
SO000001280,CUST0001943,MAT000761,2023-07-27,3.0,367.35,1102.05,0,Shipped,USD,UK,2026-08-12 13:25:20
SO000001281,CUST0002644,MAT000542,2026-03-24,22.0,536.0,11792.0,20,Completed,USD,Germany,2026-08-12 16:25:20
SO000001282,CUST0003848,MAT000824,2026-01-22,22.0,427.48,9404.56,0,Completed,AED,Canada,2026-08-11 18:25:20
SO000001283,CUST0005355,MAT000440,2023-11-21,9.0,258.61,2327.49,5,Completed,USD,USA,2026-08-12 02:25:20
SO000001284,CUST0000811,MAT000600,2023-06-11,9.0,680.49,6124.41,0,Cancelled,USD,China,2026-08-11 12:25:20
SO000001285,CUST0002259,MAT000704,2024-07-14,25.0,634.03,15850.75,0,Pending,USD,China,2026-08-11 18:25:20
SO000001286,CUST0007760,MAT000475,2026-08-06,7.0,810.99,5676.93,0,Completed,USD,France,2026-08-11 16:25:20
SO000001287,CUST0004160,MAT000933,2025-03-14,12.0,558.22,6698.64,5,Completed,JPY,UAE,2026-08-11 19:25:20
SO000001288,CUST0004616,MAT000151,2025-05-11,13.0,352.9,4587.7,20,Completed,EUR,South Africa,2026-08-12 16:25:20
SO000001289,CUST0006478,MAT000899,2023-10-25,18.0,644.04,11592.72,5,Completed,USD,Germany,2026-08-12 05:25:20
SO000001290,CUST0000435,MAT000233,2025-09-10,3.0,559.04,1677.12,0,Cancelled,INR,UK,2026-08-11 14:25:20
SO000001291,CUST0007933,MAT000356,2023-09-15,20.0,556.87,11137.4,20,Shipped,USD,Germany,2026-08-11 12:25:20
SO000001292,CUST0000810,MAT001156,2025-04-10,23.0,765.6,17608.8,20,Completed,USD,Saudi Arabia,2026-08-12 09:25:20
SO000001293,CUST0007199,MAT000202,2026-01-25,22.0,819.87,18037.14,0,Shipped,USD,USA,2026-08-12 18:25:20
SO000001294,CUST0004252,MAT000666,2024-04-05,17.0,166.32,2827.44,15,Pending,USD,Australia,2026-08-11 23:25:20
SO000001295,CUST0002239,MAT000327,2023-02-08,25.0,286.07,7151.75,5,Shipped,USD,Canada,2026-08-11 20:25:20
SO000001296,CUST0005025,MAT000077,2026-07-13,20.0,587.02,11740.4,5,Completed,GBP,India,2026-08-12 08:25:20
SO000001297,CUST0006050,MAT001180,2023-06-13,,503.71,4029.68,0,Completed,INR,USA,2026-08-11 15:25:20
SO000001298,CUST0005436,MAT001072,2025-07-29,17.0,588.83,10010.11,15,Completed,USD,France,2026-08-11 20:25:20
SO000001299,CUST0004789,MAT000247,2025-05-14,16.0,392.55,6280.8,0,Completed,USD,China,2026-08-12 17:25:20
SO000001300,CUST0005534,MAT001179,2025-12-13,14.0,374.13,5237.82,5,Completed,AED,Japan,2026-08-12 08:25:20
SO000001301,CUST0000969,MAT000872,2026-02-01,6.0,110.3,661.8,0,Completed,EUR,South Africa,2026-08-11 16:25:20
SO000001302,CUST0003012,MAT000299,2025-11-22,12.0,563.17,6758.04,5,Completed,AED,Canada,2026-08-11 15:25:20
SO000001303,CUST0007056,MAT000691,2024-08-13,23.0,162.33,3733.59,0,Shipped,INR,India,2026-08-12 02:25:20
SO000001304,CUST0006432,MAT001199,2026-02-15,11.0,605.56,6661.16,0,Completed,EUR,Canada,2026-08-12 16:25:20
SO000001305,CUST0003118,MAT001004,2025-12-31,0.0,870.53,13928.48,0,Completed,JPY,Japan,2026-08-11 18:25:20
SO000001306,CUST0002625,MAT000240,2024-05-31,20.0,234.49,4689.8,5,Pending,USD,China,2026-08-11 21:25:20
SO000001307,CUST0000821,MAT000780,2026-03-16,11.0,132.23,1454.53,0,Completed,USD,Saudi Arabia,2026-08-12 12:25:20
SO000001308,CUST0006233,MAT000589,2024-01-13,22.0,26.64,586.08,5,Completed,EUR,Saudi Arabia,2026-08-11 21:25:20
SO000001309,CUST0003135,MAT000705,2025-08-03,4.0,344.05,1376.2,0,Pending,EUR,Brazil,2026-08-11 16:25:20
SO000001310,CUST0002894,MAT000951,2023-02-14,2.0,197.08,394.16,0,Completed,JPY,UAE,2026-08-12 16:25:20
SO000001311,CUST0005126,MAT000299,2023-12-11,24.0,445.21,10685.04,0,Pending,INR,UK,2026-08-12 11:25:20
SO000001312,CUST0004254,MAT000912,2026-01-02,20.0,474.25,9485.0,15,Cancelled,USD,Japan,2026-08-12 15:25:20
SO000001313,CUST0007391,MAT000606,2025-08-11,13.0,317.65,4129.45,20,Completed,USD,India,2026-08-11 15:25:20
SO000001314,CUST0005728,MAT000377,2025-05-15,5.0,676.17,3380.85,10,Returned,USD,Saudi Arabia,2026-08-11 12:25:20
SO000001315,CUST0004652,MAT000732,2024-02-20,15.0,814.8,12222.0,5,Completed,AED,Mexico,2026-08-12 00:25:20
SO000001316,CUST0004504,MAT000737,2024-02-13,6.0,194.31,1165.86,15,Completed,USD,UK,2026-08-11 17:25:20
SO000001317,CUST0007956,MAT000083,2025-06-04,13.0,753.49,9795.37,5,Completed,USD,Brazil,2026-08-11 22:25:20
SO000001318,CUST0000123,MAT000746,2026-03-28,,122.41,1958.56,0,Returned,USD,UAE,2026-08-11 21:25:20
SO000001319,CUST0001981,MAT000968,2024-06-07,12.0,209.69,2516.28,20,Pending,INR,Japan,2026-08-11 18:25:20
SO000001320,CUST0005762,MAT001058,2024-02-22,,507.47,507.47,15,Completed,AED,Brazil,2026-08-12 10:25:20
SO000001321,CUST0004230,MAT000252,2025-06-24,2.0,279.39,558.78,0,Cancelled,EUR,China,2026-08-12 14:25:20
SO000001322,CUST0004783,MAT000612,2023-10-05,15.0,42.33,634.95,15,Completed,USD,Brazil,2026-08-11 13:25:20
SO000001323,CUST0000576,MAT000879,2024-03-10,15.0,268.91,4033.65,15,Completed,GBP,USA,2026-08-12 17:25:20
SO000001324,CUST0002207,MAT000917,2023-10-27,1.0,814.86,814.86,0,Shipped,USD,Japan,2026-08-12 01:25:20
SO000001325,CUST0005820,MAT000346,2024-03-13,19.0,160.93,3057.67,5,Completed,AED,China,2026-08-12 18:25:20
SO000001326,CUST0006284,MAT001150,2025-06-20,16.0,688.56,11016.96,0,Pending,USD,UK,2026-08-11 14:25:20
SO000001327,CUST0006097,MAT000615,2023-12-21,9.0,651.44,5862.96,0,Completed,USD,UK,2026-08-11 23:25:20
SO000001328,CUST0004699,MAT000445,2023-10-20,4.0,100.07,400.28,0,Pending,JPY,China,2026-08-11 22:25:20
SO000001329,CUST0006992,MAT000541,2023-03-14,2.0,299.85,599.7,10,Completed,GBP,Singapore,2026-08-11 18:25:20
SO000001330,CUST0005461,MAT000540,2023-10-29,16.0,174.47,2791.52,0,Shipped,USD,Canada,2026-08-11 20:25:20
SO000001331,CUST0007067,MAT001053,2023-09-07,18.0,25.72,462.96,0,Completed,USD,USA,2026-08-11 13:25:20
SO000001332,CUST0003744,MAT000215,2024-09-10,18.0,159.87,2877.66,20,Completed,USD,USA,2026-08-11 13:25:20
SO000001333,CUST0002708,MAT000630,2024-12-08,1.0,185.41,185.41,20,Pending,USD,South Africa,2026-08-12 03:25:20
SO000001334,CUST0005218,MAT000734,2026-05-11,18.0,153.55,2763.9,20,Shipped,USD,Japan,2026-08-12 15:25:20
SO000001335,CUST0004874,MAT001011,2024-07-27,17.0,86.53,1471.01,10,Shipped,GBP,India,2026-08-11 22:25:20
SO000001336,CUST0003600,MAT000529,2026-01-24,5.0,476.04,2380.2,0,Completed,GBP,India,2026-08-12 10:25:20
SO000001337,CUST0001353,MAT000686,2023-01-18,0.0,293.76,2937.6,5,Completed,USD,South Africa,2026-08-11 20:25:20
SO000001338,CUST0006909,MAT000995,2024-08-22,5.0,817.88,4089.4,5,Completed,AED,Japan,2026-08-11 14:25:20
SO000001339,CUST0006563,MAT000612,2023-04-20,14.0,172.56,2415.84,5,Shipped,INR,France,2026-08-12 07:25:20
SO000001340,CUST0000209,MAT000171,2023-05-24,14.0,544.56,7623.84,15,Completed,USD,Saudi Arabia,2026-08-11 22:25:20
SO000001341,CUST0002216,MAT000235,2026-02-09,4.0,811.06,3244.24,0,Shipped,USD,India,2026-08-12 13:25:20
SO000001342,CUST0006064,MAT000208,2023-02-17,19.0,47.23,897.37,20,Completed,EUR,Mexico,2026-08-12 13:25:20
SO000001343,CUST0003349,MAT000371,2023-07-09,13.0,467.07,6071.91,10,Completed,USD,USA,2026-08-12 13:25:20
SO000001344,CUST0000387,MAT000778,2024-02-04,3.0,408.35,1225.05,20,Completed,AED,South Africa,2026-08-12 00:25:20
SO000001345,CUST0001072,MAT000576,2024-06-10,7.0,836.26,5853.82,0,Completed,GBP,France,2026-08-12 18:25:20
SO000001346,CUST0005443,MAT000705,2025-06-11,17.0,599.07,10184.19,15,Completed,USD,Brazil,2026-08-11 17:25:20
SO000001347,CUST0003227,MAT000253,2025-10-03,6.0,317.5,1905.0,20,Completed,JPY,China,2026-08-11 13:25:20
SO000001348,CUST0006401,MAT000282,2025-10-04,22.0,641.81,14119.82,0,Completed,AED,Brazil,2026-08-12 03:25:20
SO000001349,CUST0000304,MAT000890,2023-04-08,10.0,526.48,5264.8,0,Completed,USD,China,2026-08-12 09:25:20
SO000001350,CUST0007628,MAT000590,2026-10-11,16.0,315.72,5051.52,0,Completed,USD,India,2026-08-11 21:25:20
SO000001351,CUST0003907,MAT000410,2024-07-30,23.0,707.8,16279.4,0,Pending,USD,UK,2026-08-11 12:25:20
SO000001352,CUST0000750,MAT000204,2024-07-24,1.0,603.01,603.01,5,Shipped,GBP,Singapore,2026-08-12 11:25:20
SO000001353,CUST0007911,MAT000895,2025-02-18,10.0,9.85,98.5,10,Completed,EUR,China,2026-08-12 17:25:20
SO000001354,CUST0001571,MAT001061,2024-03-30,19.0,779.3,14806.7,0,Completed,USD,Mexico,2026-08-12 11:25:20
SO000001355,CUST0005958,MAT000543,2023-10-20,10.0,360.4,3604.0,5,Completed,EUR,France,2026-08-11 21:25:20
SO000001356,CUST0005473,MAT001166,2023-10-01,5.0,582.68,2913.4,20,Completed,EUR,Saudi Arabia,2026-08-11 16:25:20
SO000001357,CUST0006224,MAT000200,2025-05-12,24.0,360.11,8642.64,0,Completed,USD,Singapore,2026-08-12 02:25:20
SO000001358,CUST0007420,MAT001171,2025-01-07,6.0,793.82,4762.92,0,Completed,USD,France,2026-08-11 17:25:20
SO000001359,CUST0006820,MAT000745,2025-05-28,10.0,587.5,5875.0,5,Cancelled,USD,China,2026-08-12 16:25:20
SO000001360,CUST0006667,MAT001026,2023-03-28,3.0,523.55,1570.65,0,Shipped,USD,Germany,2026-08-12 11:25:20
SO000001361,CUST0002899,MAT001012,2024-12-31,21.0,882.34,18529.14,10,Completed,USD,France,2026-08-11 23:25:20
SO000001362,CUST0003831,MAT000647,2025-04-08,15.0,256.17,3842.55,0,Completed,USD,India,2026-08-12 03:25:20
SO000001363,CUST0003090,MAT000813,2025-06-22,9.0,63.4,570.6,10,Shipped,USD,Mexico,2026-08-12 02:25:20
SO000001364,CUST0000846,MAT000805,2026-04-11,25.0,466.83,11670.75,20,Shipped,USD,USA,2026-08-12 12:25:20
SO000001365,CUST0001361,MAT000618,2023-10-18,6.0,384.5,2307.0,0,Completed,GBP,Mexico,2026-08-12 07:25:20
SO000001366,CUST0001636,MAT000279,2024-08-04,24.0,411.59,9878.16,0,Shipped,USD,France,2026-08-12 06:25:20
SO000001367,CUST0000779,MAT000028,2023-02-03,10.0,559.99,5599.9,10,Completed,USD,Brazil,2026-08-12 17:25:20
SO000001368,CUST0006854,MAT000109,2024-11-15,17.0,555.53,9444.01,0,Shipped,JPY,Germany,2026-08-12 05:25:20
SO000001369,CUST0002997,MAT000155,2024-08-22,13.0,356.08,4629.04,10,Completed,EUR,Canada,2026-08-12 01:25:20
SO000001370,CUST0007428,MAT000465,2025-09-12,14.0,777.27,10881.78,0,Completed,USD,Saudi Arabia,2026-08-12 17:25:20
SO000001371,CUST0000298,MAT000658,2025-07-28,18.0,588.06,10585.08,0,Shipped,USD,Japan,2026-08-12 17:25:20
SO000001372,CUST0004080,MAT000734,2023-03-15,19.0,801.47,15227.93,0,Completed,INR,Germany,2026-08-12 08:25:20
SO000001373,CUST0002232,MAT000763,2023-08-18,7.0,822.27,5755.89,5,Returned,USD,Mexico,2026-08-11 20:25:20
SO000001374,CUST0004978,MAT000611,2023-12-25,24.0,154.74,3713.76,0,Shipped,USD,Australia,2026-08-12 01:25:20
SO000001375,CUST0002725,MAT001200,2024-10-20,1.0,614.1,614.1,0,Returned,USD,Saudi Arabia,2026-08-11 18:25:20
SO000001376,CUST0005720,MAT000199,2025-01-07,11.0,289.17,3180.87,10,Completed,EUR,South Africa,2026-08-11 19:25:20
SO000001377,CUST0003018,MAT001169,2023-12-21,9.0,753.6,6782.4,0,Completed,USD,India,2026-08-12 06:25:20
SO000001378,CUST0002770,MAT000661,2024-03-19,13.0,660.9,8591.7,20,Completed,USD,Canada,2026-08-11 22:25:20
SO000001379,CUST0003854,MAT000001,2024-02-24,5.0,182.88,914.4,10,Completed,USD,Mexico,2026-08-12 07:25:20
SO000001380,CUST0001648,MAT001101,2024-02-14,13.0,845.16,10987.08,0,Pending,USD,Singapore,2026-08-11 20:25:20
SO000001381,CUST0005807,MAT000249,2025-08-20,19.0,616.71,11717.49,0,Pending,EUR,UAE,2026-08-12 16:25:20
SO000001382,CUST0002553,MAT001118,2023-09-05,3.0,854.03,2562.09,0,Pending,AED,South Africa,2026-08-12 05:25:20
SO000001383,CUST0004531,MAT001022,2023-12-31,13.0,185.71,2414.23,0,Completed,USD,USA,2026-08-12 13:25:20
SO000001384,CUST0001001,MAT000768,2024-03-03,18.0,783.39,14101.02,20,Shipped,USD,USA,2026-08-11 15:25:20
SO000001385,CUST0001673,MAT000743,2024-10-29,21.0,602.93,12661.53,10,Completed,INR,Germany,2026-08-12 16:25:20
SO000001386,CUST0001629,MAT000220,2023-11-07,4.0,499.3,1997.2,0,Pending,AED,Canada,2026-08-11 19:25:20
SO000001387,CUST0007353,MAT000379,2024-09-27,7.0,739.36,5175.52,0,Shipped,USD,Mexico,2026-08-12 06:25:20
SO000001388,CUST0001050,MAT000228,2024-02-17,23.0,571.41,13142.43,20,Completed,USD,UAE,2026-08-12 11:25:20
SO000001389,CUST0004854,MAT000566,2024-06-12,1.0,604.29,604.29,20,Completed,USD,France,2026-08-12 05:25:20
SO000001390,CUST0005963,MAT000232,2023-09-26,1.0,232.04,232.04,0,Shipped,EUR,Brazil,2026-08-12 01:25:20
SO000001391,CUST0002306,MAT000528,2025-07-14,12.0,736.26,8835.12,0,Completed,USD,USA,2026-08-12 18:25:20
SO000001392,CUST0003929,MAT000607,2025-11-22,4.0,587.02,2348.08,0,Pending,USD,Germany,2026-08-12 12:25:20
SO000001393,CUST0007871,MAT000501,2025-05-27,20.0,760.73,15214.6,0,Completed,USD,Canada,2026-08-12 02:25:20
SO000001394,CUST0000241,MAT000007,2025-07-07,22.0,319.62,7031.64,0,Completed,USD,UAE,2026-08-11 12:25:20
SO000001395,CUST0002687,MAT000535,2025-11-11,24.0,301.88,7245.12,0,Completed,EUR,South Africa,2026-08-11 13:25:20
SO000001396,CUST0007034,MAT000770,2023-06-30,5.0,26.39,131.95,0,Pending,EUR,Saudi Arabia,2026-08-12 02:25:20
SO000001397,CUST0003986,MAT000005,2024-11-23,1.0,692.9,692.9,5,Pending,USD,Mexico,2026-08-11 23:25:20
SO000001398,CUST0000507,MAT000986,2023-09-18,19.0,300.63,5711.97,0,Cancelled,EUR,UAE,2026-08-12 06:25:20
SO000001399,CUST0006514,MAT000509,2025-03-03,14.0,297.86,4170.04,5,Completed,USD,South Africa,2026-08-12 12:25:20
SO000001400,CUST0006197,MAT000829,2024-01-01,23.0,621.37,14291.51,10,Completed,USD,Brazil,2026-08-12 04:25:20
SO000001401,CUST0002737,MAT000631,2025-09-29,1.0,231.32,231.32,0,Shipped,USD,France,2026-08-12 12:25:20
SO000001402,CUST0006945,MAT000735,2026-05-29,24.0,818.57,19645.68,0,Pending,USD,France,2026-08-12 13:25:20
SO000001403,CUST0007364,MAT000912,2023-12-15,17.0,486.57,8271.69,20,Shipped,USD,Saudi Arabia,2026-08-12 01:25:20
SO000001404,CUST0007266,MAT001047,2023-09-04,25.0,872.68,21817.0,0,Pending,USD,Brazil,2026-08-11 18:25:20
SO000001405,CUST0006619,MAT000783,2023-01-29,10.0,73.62,736.2,0,Completed,EUR,France,2026-08-12 09:25:20
SO000001406,CUST0003771,MAT000952,2023-02-08,13.0,306.46,3983.98,0,Completed,USD,UAE,2026-08-12 03:25:20
SO000001407,CUST0004281,MAT000325,2026-06-19,19.0,346.42,6581.98,20,Completed,AED,France,2026-08-11 13:25:20
SO000001408,CUST0001071,MAT000475,2024-10-27,25.0,658.73,16468.25,0,Completed,USD,Germany,2026-08-11 18:25:20
SO000001409,CUST0004850,MAT000508,2026-04-24,8.0,195.6,1564.8,15,Pending,INR,Brazil,2026-08-12 06:25:20
SO000001410,CUST0000218,MAT000803,2023-10-24,14.0,340.93,4773.02,0,Completed,USD,Brazil,2026-08-12 15:25:20
SO000001411,CUST0004912,MAT000282,2026-04-13,10.0,820.03,8200.3,5,Cancelled,GBP,Australia,2026-08-11 21:25:20
SO000001412,CUST0003857,MAT000571,2024-12-27,9.0,107.52,967.68,20,Completed,GBP,Mexico,2026-08-11 17:25:20
SO000001413,CUST0000122,MAT000394,2023-09-07,21.0,672.06,14113.26,15,Pending,USD,Japan,2026-08-11 14:25:20
SO000001414,CUST0006763,MAT000790,2025-01-08,19.0,633.72,12040.68,0,Completed,AED,South Africa,2026-08-12 09:25:20
SO000001415,CUST0007587,MAT001058,2023-08-22,21.0,121.8,2557.8,0,Completed,USD,UAE,2026-08-11 13:25:20
SO000001416,CUST0002332,MAT001065,2023-09-24,15.0,621.2,9318.0,5,Completed,GBP,UAE,2026-08-11 23:25:20
SO000001417,CUST0000661,MAT000250,2026-07-01,24.0,514.96,12359.04,10,Completed,AED,Germany,2026-08-12 06:25:20
SO000001418,CUST0002438,MAT000636,2025-07-01,16.0,262.33,4197.28,0,Completed,USD,Japan,2026-08-12 09:25:20
SO000001419,CUST0007069,MAT000636,2023-03-30,0.0,283.47,6803.28,20,Completed,USD,Saudi Arabia,2026-08-11 20:25:20
SO000001420,CUST0000016,MAT001140,2023-12-29,7.0,750.53,5253.71,0,Shipped,GBP,Canada,2026-08-12 03:25:20
SO000001421,CUST0005319,MAT000294,2024-12-23,0.0,211.76,3599.92,20,Completed,EUR,Japan,2026-08-12 10:25:20
SO000001422,CUST0005633,MAT000538,2023-12-16,15.0,463.94,6959.1,0,Completed,USD,USA,2026-08-12 10:25:20
SO000001423,CUST0002959,MAT000668,2026-06-07,3.0,614.63,1843.89,0,Cancelled,AED,Brazil,2026-08-12 00:25:20
SO000001424,CUST0003053,MAT000238,2023-11-27,4.0,121.26,485.04,15,Pending,JPY,South Africa,2026-08-12 09:25:20
SO000001425,CUST0006159,MAT000632,2025-06-27,12.0,839.46,10073.52,5,Shipped,GBP,India,2026-08-12 08:25:20
SO000001426,CUST0001017,MAT001032,2026-10-04,25.0,238.27,5956.75,5,Completed,USD,Mexico,2026-08-12 13:25:20
SO000001427,CUST0001580,MAT000929,2023-09-10,21.0,290.36,6097.56,15,Completed,USD,Saudi Arabia,2026-08-12 02:25:20
SO000001428,CUST0001518,MAT000228,2023-10-09,1.0,601.17,601.17,0,Returned,JPY,Japan,2026-08-12 15:25:20
SO000001429,CUST0006395,MAT000493,2026-06-17,21.0,74.98,1574.58,15,Completed,JPY,Australia,2026-08-12 08:25:20
SO000001430,CUST0000680,MAT000886,2026-07-22,6.0,566.71,3400.26,15,Completed,USD,USA,2026-08-12 07:25:20
SO000001431,CUST0002967,MAT001038,2026-03-05,15.0,824.85,12372.75,0,Completed,GBP,Brazil,2026-08-12 16:25:20
SO000001432,CUST0006473,MAT001164,2026-07-03,17.0,227.94,3874.98,20,Completed,USD,South Africa,2026-08-12 07:25:20
SO000001433,CUST0001283,MAT000348,2026-05-14,5.0,328.91,1644.55,10,Completed,GBP,UK,2026-08-12 07:25:20
SO000001434,CUST0005167,MAT001199,2026-02-03,10.0,212.94,2129.4,0,Completed,USD,UAE,2026-08-11 16:25:20
SO000001435,CUST0002334,MAT000279,2023-11-20,2.0,737.8,1475.6,0,Completed,JPY,Mexico,2026-08-11 14:25:20
SO000001436,CUST0003705,MAT000365,2026-03-29,4.0,155.01,620.04,0,Completed,EUR,South Africa,2026-08-11 21:25:20
