product_id,product_name,category,unit_cost,unit_price,weight_kg,active_flag,created_date
MAT000320,TOYS-QOS-320,Toys,88.87,198.15,2.44,Y,2024-09-05
MAT000321,AUTO-WKY-321,Automotive,441.72,917.19,14.84,Y,2018-02-09
MAT000322,HOME-IOQ-322,Home & Garden,96.04,217.19,24.15,Y,2020-10-11
MAT000323,AUTO-KZY-323,Automotive,180.85,321.37,33.07,Y,2015-12-14
MAT000324,AUTO-CVC-324,Automotive,170.12,223.97,36.46,Y,2023-01-22
MAT000325,AUTO-PIN-325,Automotive,194.28,321.13,8.22,Y,2019-04-25
MAT000326,SPOR-ZPB-326,Sports,448.81,665.48,25.49,N,2019-03-30
MAT000327,BEAU-TFL-327,Beauty,440.5,548.59,33.16,Y,2021-01-15
MAT000328,HOME-ZMW-328,Home & Garden,205.89,423.18,14.93,Y,2016-06-20
MAT000329,SPOR-WNE-329,Sports,348.06,532.73,0.93,Y,2016-06-26
MAT000330,BOOK-COC-330,Books,473.95,578.82,32.97,Y,2015-01-16
MAT000331,AUTO-VLM-331,Automotive,85.4,146.02,32.91,Y,2019-06-06
MAT000332,APPA-FUK-332,Apparel,103.76,241.29,19.94,Y,2022-01-05
MAT000333,GROC-OFX-333,Grocery,183.71,378.66,13.69,Y,2022-03-26
MAT000334,ELEC-WYG-334,Electronics,174.3,375.37,12.43,Y,2018-12-03
MAT000335,APPA-AEY-335,Apparel,101.19,227.67,32.22,Y,2025-02-12
MAT000336,SPOR-UPH-336,Sports,249.3,469.84,27.86,Y,2023-01-13
MAT000337,FURN-TTM-337,Furniture,255.13,444.48,39.8,Y,2025-10-07
MAT000338,ELEC-JNS-338,Electronics,74.67,147.14,35.44,Y,2019-05-27
MAT000339,HOME-BXU-339,Home & Garden,343.92,806.56,13.49,Y,2021-11-16
MAT000340,SPOR-KXF-340,Sports,136.72,315.37,15.79,Y,2025-07-24
MAT000341,FURN-NRZ-341,Furniture,355.13,494.37,30.25,Y,2026-03-24
MAT000342,TOYS-GQV-342,Toys,274.94,425.94,19.81,N,2021-12-30
MAT000343,BEAU-XND-343,Beauty,348.77,423.91,25.52,Y,2019-05-09
MAT000344,HOME-UWT-344,Home & Garden,271.25,403.18,30.13,Y,2015-08-11
MAT000345,TOYS-VUH-345,Toys,152.43,237.78,18.88,Y,2021-08-09
MAT000346,HOME-QWT-346,Home & Garden,338.4,814.7,5.7,Y,2018-12-03
MAT000347,BEAU-LYQ-347,Beauty,198.84,255.92,30.35,Y,2022-08-27
MAT000348,ELEC-LRO-348,Electronics,224.42,475.55,12.92,Y,2019-08-24
MAT000349,BOOK-MWC-349,Books,422.31,800.39,37.75,N,2019-11-01
MAT000350,BOOK-DPN-350,Books,40.33,75.36,30.67,Y,2015-12-02
MAT000351,APPA-JAR-351,Apparel,300.48,369.64,38.89,Y,2023-03-30
MAT000352,FURN-JHZ-352,Furniture,149.83,228.35,19.45,Y,2016-05-13
MAT000353,TOYS-NYA-353,Toys,271.54,596.35,15.76,Y,2015-09-10
MAT000354,ELEC-WIZ-354,Electronics,220.54,418.02,15.81,Y,2024-06-02
MAT000355,BOOK-AUT-355,Books,457.36,1054.96,18.23,Y,2021-02-24
MAT000356,GROC-XKX-356,Grocery,1.1,2.61,5.02,Y,2019-05-25
MAT000357,HOME-CWD-357,Home & Garden,123.01,171.98,7.23,N,2020-12-19
MAT000358,FURN-IQR-358,Furniture,401.64,784.54,38.25,Y,2016-11-02
MAT000359,AUTO-PZP-359,Automotive,116.5,213.35,39.1,Y,2016-01-22
MAT000360,FURN-WGH-360,Furniture,413.4,887.65,7.6,Y,2024-05-03
MAT000361,SPOR-YOA-361,Sports,384.93,635.84,21.24,Y,2023-04-08
MAT000362,FURN-HQU-362,Furniture,304.97,607.55,29.07,Y,2015-08-12
MAT000363,APPA-KNC-363,Apparel,331.19,426.86,18.32,Y,2019-11-11
MAT000364,TOYS-AKF-364,Toys,332.35,526.71,12.56,Y,2019-05-22
MAT000365,BEAU-XMD-365,Beauty,63.16,110.16,39.47,Y,2024-04-14
MAT000366,ELEC-YJI-366,Electronics,143.37,271.09,29.74,Y,2015-08-26
MAT000367,SPOR-FUI-367,Sports,7.74,18.35,15.49,Y,2018-11-16
MAT000368,BEAU-RZO-368,Beauty,434.69,543.64,5.87,Y,2015-05-23
MAT000369,BEAU-ZMG-369,Beauty,161.94,267.06,33.92,Y,2022-05-31
MAT000370,SPOR-JZR-370,Sports,6.59,13.4,5.3,Y,2019-09-19
MAT000371,HOME-SAI-371,Home & Garden,411.78,910.92,20.02,Y,2025-02-07
MAT000372,BEAU-CXO-372,Beauty,107.13,216.92,6.29,Y,2017-03-15
MAT000373,ELEC-GQP-373,Electronics,95.82,193.05,39.65,Y,2023-12-24
MAT000374,AUTO-LAW-374,,445.64,878.37,21.56,N,2018-06-25
MAT000375,APPA-ZXI-375,Apparel,499.19,954.26,16.83,Y,2023-06-30
MAT000376,BOOK-WBS-376,Books,454.87,684.32,3.95,Y,2020-11-03
MAT000377,HOME-PAU-377,Home & Garden,317.41,420.44,14.96,Y,2018-03-16
MAT000378,SPOR-UUV-378,Sports,212.37,406.01,39.67,Y,2026-07-12
MAT000379,GROC-PVO-379,Grocery,111.27,187.88,5.33,Y,2015-07-14
MAT000380,GROC-LFC-380,Grocery,304.2,652.81,19.31,Y,2024-03-08
MAT000381,FURN-QHJ-381,Furniture,123.67,248.22,21.59,Y,2025-04-01
MAT000382,BEAU-NYC-382,Beauty,86.42,149.28,17.44,Y,2015-07-03
MAT000383,FURN-JQY-383,Furniture,491.33,1132.06,29.39,Y,2016-04-14
MAT000384,APPA-OGV-384,Apparel,444.5,958.4,36.14,Y,2026-02-01
MAT000385,ELEC-AZN-385,Electronics,28.22,50.6,29.89,Y,2017-06-13
MAT000386,HOME-RRN-386,Home & Garden,292.06,416.98,13.65,Y,2021-05-18
MAT000387,SPOR-EIG-387,Sports,159.57,245.7,13.76,Y,2018-04-11
MAT000388,SPOR-VLH-388,Sports,257.91,596.12,29.69,Y,2018-06-26
MAT000389,FURN-OBX-389,Furniture,417.79,981.26,16.68,Y,2019-04-12
MAT000390,HOME-DDG-390,Home & Garden,173.67,221.41,37.22,Y,2024-09-03
MAT000391,APPA-CXI-391,Apparel,33.85,73.23,15.16,N,2018-07-14
MAT000392,BEAU-TAK-392,Beauty,474.44,828.13,32.67,Y,2018-01-15
MAT000393,TOYS-VDK-393,Toys,142.04,225.68,23.84,Y,2021-09-11
MAT000394,BOOK-CSQ-394,Books,498.99,934.53,37.46,Y,2016-06-10
MAT000395,HOME-SFS-395,Home & Garden,393.34,878.97,17.47,Y,2025-03-14
MAT000396,FURN-VIJ-396,,193.88,281.03,38.56,N,2025-06-03
MAT000397,GROC-EOQ-397,Grocery,479.74,1041.61,11.89,N,2019-04-24
MAT000398,TOYS-NCG-398,Toys,123.34,306.52,2.71,Y,2018-10-23
MAT000399,HOME-UAM-399,Home & Garden,421.94,701.3,16.78,Y,2016-04-01
MAT000400,SPOR-ZNZ-400,Sports,416.16,548.41,14.2,Y,2015-04-22
MAT000401,SPOR-SJP-401,Sports,476.06,1003.91,30.21,Y,2021-01-23
MAT000402,HOME-NBO-402,,379.0,484.64,8.17,Y,2022-06-07
MAT000403,AUTO-MCS-403,Automotive,246.14,413.17,16.47,Y,2025-06-21
MAT000404,BEAU-YDB-404,Beauty,390.94,476.59,26.44,N,2016-10-13
MAT000405,SPOR-TXO-405,Sports,1.06,1.36,16.36,Y,2016-11-19
MAT000406,SPOR-ICI-406,Sports,420.63,584.04,22.21,Y,2023-04-04
MAT000407,HOME-QGQ-407,Home & Garden,339.57,508.81,20.52,Y,2017-02-25
MAT000408,AUTO-FOD-408,Automotive,455.79,850.46,6.34,Y,2025-10-03
MAT000409,HOME-OBE-409,Home & Garden,314.28,619.09,1.13,Y,2016-09-15
MAT000410,AUTO-ZJU-410,Automotive,46.21,64.87,5.49,Y,2020-06-21
MAT000411,BEAU-DII-411,Beauty,130.47,233.59,14.9,Y,2017-06-30
MAT000412,GROC-CJT-412,Grocery,445.43,888.96,35.05,Y,2023-05-13
MAT000413,GROC-BBD-413,Grocery,263.99,347.63,18.56,Y,2019-12-05
MAT000414,ELEC-ACB-414,Electronics,411.19,597.19,3.69,Y,2021-11-23
MAT000415,HOME-CGQ-415,Home & Garden,165.39,282.08,12.28,Y,2015-08-16
MAT000416,SPOR-IXD-416,Sports,68.49,104.52,27.31,Y,2025-09-24
MAT000417,AUTO-ARL-417,Automotive,193.58,391.48,21.48,Y,2025-06-17
MAT000418,TOYS-QQP-418,Toys,274.98,418.83,20.89,Y,2025-02-02
MAT000419,HOME-JRL-419,Home & Garden,12.77,22.49,22.93,Y,2016-09-29
MAT000420,APPA-FAL-420,Apparel,91.82,140.81,8.82,Y,2021-07-03
MAT000421,FURN-QLS-421,Furniture,36.21,59.83,39.16,Y,2019-04-06
MAT000422,GROC-ONY-422,Grocery,177.59,319.43,26.14,Y,2017-05-18
MAT000423,FURN-WMB-423,Furniture,324.6,790.36,34.31,N,2022-12-27
MAT000424,HOME-DCD-424,Home & Garden,397.18,967.97,9.27,Y,2025-11-05
MAT000425,ELEC-TDY-425,Electronics,308.91,726.98,24.98,Y,2020-01-05
MAT000426,GROC-QXF-426,Grocery,488.73,650.23,17.6,Y,2021-10-30
MAT000427,GROC-FKZ-427,Grocery,488.7,827.58,29.6,Y,2024-02-09
MAT000428,FURN-WMR-428,Furniture,16.17,34.01,37.39,Y,2024-04-08
MAT000429,FURN-MMC-429,Furniture,191.97,235.68,1.16,N,2022-05-31
MAT000430,APPA-UDM-430,Apparel,446.12,954.37,4.31,Y,2017-11-17
MAT000431,GROC-PXM-431,Grocery,28.24,63.43,32.4,Y,2023-04-11
MAT000432,BOOK-KEH-432,Books,61.14,97.33,31.21,Y,2018-12-27
MAT000433,BEAU-INS-433,Beauty,263.18,643.1,19.27,Y,2023-06-10
MAT000434,FURN-WLV-434,Furniture,338.8,631.09,37.72,Y,2026-02-22
MAT000435,SPOR-WNA-435,Sports,199.93,299.64,13.1,Y,2025-04-22
MAT000436,APPA-BZV-436,Apparel,426.53,787.94,14.2,Y,2021-11-18
MAT000437,BEAU-BEM-437,Beauty,272.59,374.32,0.26,Y,2026-06-01
MAT000438,FURN-GHY-438,Furniture,141.01,280.12,28.48,Y,2019-08-06
MAT000439,TOYS-KYH-439,Toys,413.48,994.28,16.51,Y,2023-11-29
MAT000440,AUTO-DOB-440,Automotive,370.52,480.59,2.35,Y,2018-10-14
MAT000441,AUTO-SQH-441,Automotive,63.27,112.82,8.49,Y,2021-06-19
MAT000442,FURN-KZT-442,Furniture,144.18,294.45,14.37,Y,2017-10-24
MAT000443,AUTO-XRG-443,Automotive,279.13,484.6,6.8,Y,2017-04-18
MAT000444,BOOK-VXC-444,Books,37.94,57.18,2.36,Y,2022-05-03
MAT000445,BEAU-DFI-445,Beauty,309.69,691.98,13.62,Y,2022-11-22
MAT000446,SPOR-RPQ-446,Sports,194.17,439.03,8.94,Y,2025-04-28
MAT000447,FURN-UBX-447,Furniture,60.46,111.94,25.87,Y,2021-12-04
MAT000448,SPOR-IFZ-448,Sports,300.23,638.9,2.32,Y,2019-05-24
MAT000449,APPA-UGD-449,Apparel,214.67,324.18,30.38,Y,2022-11-19
MAT000450,FURN-EQO-450,Furniture,436.49,683.43,3.85,Y,2023-07-26
MAT000451,AUTO-RGJ-451,Automotive,127.46,170.19,12.93,Y,2018-08-24
MAT000452,SPOR-WCM-452,Sports,269.56,664.68,16.0,Y,2022-12-19
MAT000453,TOYS-IYK-453,Toys,110.8,156.99,6.96,Y,2021-01-18
MAT000454,GROC-LET-454,Grocery,97.11,212.76,2.49,Y,2015-07-13
MAT000455,HOME-DHA-455,Home & Garden,498.7,937.3,21.79,Y,2024-02-07
MAT000456,ELEC-LJE-456,Electronics,179.42,376.3,18.88,Y,2017-05-25
MAT000457,BEAU-NKQ-457,Beauty,165.2,255.18,37.03,Y,2020-03-14
MAT000458,AUTO-EAO-458,Automotive,146.2,258.38,14.05,N,2017-08-18
MAT000459,FURN-ISZ-459,Furniture,44.0,63.44,7.62,Y,2019-01-09
MAT000460,ELEC-JAS-460,Electronics,347.13,600.04,31.29,Y,2023-09-16
MAT000461,APPA-RTI-461,Apparel,354.77,514.3,22.54,Y,2020-09-07
MAT000462,BEAU-RDK-462,Beauty,371.71,751.95,24.02,Y,2020-12-05
MAT000463,APPA-CTU-463,Apparel,370.07,471.4,29.27,Y,2018-10-29
MAT000464,ELEC-NJK-464,Electronics,137.05,266.35,9.73,Y,2016-04-24
MAT000465,TOYS-DYC-465,Toys,419.57,765.6,25.74,Y,2025-06-16
MAT000466,SPOR-DJP-466,Sports,397.25,939.06,29.3,Y,2024-02-23
MAT000467,ELEC-ILG-467,Electronics,75.24,173.87,24.76,N,2019-10-02
MAT000468,BEAU-XEM-468,Beauty,305.12,731.6,9.99,Y,2021-06-07
MAT000469,GROC-CRY-469,Grocery,120.55,225.09,30.05,Y,2018-09-21
MAT000470,HOME-OGY-470,Home & Garden,224.17,453.73,18.13,Y,2022-06-16
MAT000471,BOOK-OTM-471,Books,305.58,693.34,7.26,Y,2023-12-01
MAT000472,ELEC-CUZ-472,Electronics,347.99,773.81,17.91,Y,2025-07-26
MAT000473,BOOK-LFN-473,Books,162.29,197.61,31.89,Y,2016-04-14
MAT000474,APPA-CUA-474,Apparel,164.64,274.04,13.47,Y,2018-05-17
MAT000475,GROC-NJZ-475,Grocery,249.87,528.04,30.89,Y,2025-06-10
MAT000476,AUTO-IHU-476,Automotive,196.89,405.99,28.84,Y,2023-12-01
MAT000477,GROC-QGO-477,Grocery,149.16,197.73,35.79,Y,2020-08-12
MAT000478,TOYS-AVY-478,Toys,338.88,692.18,2.4,Y,2024-05-18
MAT000479,APPA-KTI-479,Apparel,409.12,792.0,33.92,Y,2025-06-23
MAT000480,FURN-GRO-480,Furniture,487.31,1191.1,34.25,Y,2017-09-16
MAT000481,BEAU-RCK-481,Beauty,6.46,15.19,3.05,Y,2015-10-13
MAT000482,BEAU-MJB-482,Beauty,425.75,665.97,24.42,N,2024-08-01
MAT000483,SPOR-GCT-483,Sports,20.0,44.05,4.51,Y,2020-12-12
MAT000484,GROC-MWE-484,Grocery,205.93,465.95,27.83,Y,2025-04-13
MAT000485,ELEC-IFK-485,Electronics,4.02,6.93,1.73,Y,2018-10-11
MAT000486,GROC-YVZ-486,Grocery,337.08,829.09,26.23,Y,2021-01-08
MAT000487,SPOR-ZVA-487,Sports,112.96,187.72,39.07,Y,2023-01-05
MAT000488,APPA-CPX-488,Apparel,112.8,217.7,16.05,Y,2023-10-24
MAT000489,GROC-EEK-489,Grocery,384.39,894.71,13.67,Y,2017-08-03
MAT000490,APPA-VNC-490,Apparel,330.54,632.57,11.17,Y,2018-11-04
MAT000491,AUTO-EZC-491,Automotive,136.7,259.76,6.2,Y,2018-02-17
MAT000492,HOME-DWD-492,Home & Garden,405.59,523.09,3.83,Y,2020-10-08
MAT000493,APPA-OIW-493,Apparel,171.77,232.49,19.05,N,2023-10-03
MAT000494,APPA-MJM-494,Apparel,200.44,428.61,38.12,Y,2020-10-17
MAT000495,SPOR-VXN-495,Sports,377.03,540.39,37.42,Y,2020-04-13
MAT000496,TOYS-LMO-496,Toys,196.67,357.24,16.89,Y,2021-05-04
MAT000497,ELEC-NTU-497,Electronics,140.99,333.24,13.32,Y,2019-11-23
MAT000498,TOYS-WCV-498,Toys,289.72,438.07,31.91,Y,2023-09-23
MAT000499,TOYS-NJN-499,Toys,387.33,614.0,27.28,Y,2015-07-01
MAT000500,AUTO-PKG-500,Automotive,352.23,680.25,24.04,Y,2019-03-08
MAT000501,HOME-MJQ-501,Home & Garden,287.65,375.79,26.83,Y,2015-05-10
MAT000502,BEAU-MAE-502,Beauty,235.42,416.69,34.41,Y,2019-12-25
MAT000503,AUTO-UGR-503,Automotive,12.59,19.22,4.9,Y,2025-08-04
MAT000504,BEAU-LEV-504,Beauty,18.64,29.05,39.54,Y,2018-12-08
MAT000505,HOME-RZS-505,Home & Garden,135.84,280.21,4.78,Y,2022-05-08
MAT000506,BEAU-EVT-506,Beauty,301.32,747.22,11.71,Y,2020-07-11
MAT000507,GROC-YTW-507,Grocery,424.19,1059.14,23.56,Y,2018-03-03
MAT000508,BEAU-AMU-508,Beauty,155.39,322.53,33.8,Y,2022-10-02
MAT000509,FURN-NQR-509,Furniture,86.5,154.69,12.8,Y,2026-03-29
MAT000510,ELEC-PNT-510,Electronics,142.4,330.24,16.9,Y,2016-05-26
MAT000511,BEAU-AFK-511,Beauty,170.2,337.77,8.82,Y,2018-04-15
MAT000512,BEAU-UID-512,Beauty,115.72,217.13,16.4,Y,2020-10-22
MAT000513,HOME-KGD-513,Home & Garden,148.2,188.23,20.85,Y,2025-11-11
MAT000514,HOME-EDU-514,Home & Garden,408.49,942.3,9.46,N,2020-05-04
MAT000515,HOME-IUK-515,Home & Garden,300.22,694.3,16.38,Y,2019-03-17
MAT000516,HOME-OXG-516,Home & Garden,466.14,1106.56,8.36,Y,2023-11-07
MAT000517,SPOR-VZU-517,Sports,130.22,186.81,7.88,Y,2023-12-13
MAT000518,HOME-UHP-518,Home & Garden,454.02,1094.41,2.12,Y,2017-05-20
MAT000519,GROC-FLV-519,Grocery,297.21,574.66,15.65,Y,2022-08-25
MAT000520,AUTO-IDO-520,Automotive,316.22,768.91,6.85,Y,2021-11-02
MAT000521,AUTO-BRN-521,Automotive,61.09,75.96,14.59,Y,2018-01-07
MAT000522,ELEC-LFO-522,Electronics,169.48,298.3,20.16,Y,2016-12-15
MAT000523,BOOK-GKY-523,Books,379.15,648.25,13.26,Y,2024-03-19
MAT000524,GROC-LSW-524,Grocery,413.61,953.26,9.35,Y,2016-06-02
MAT000525,TOYS-LTK-525,Toys,158.02,359.12,3.22,Y,2022-12-19
MAT000526,FURN-QTB-526,Furniture,163.6,291.68,7.52,N,2023-07-03
MAT000527,TOYS-PKT-527,Toys,90.78,159.08,30.19,Y,2023-06-26
MAT000528,BEAU-ZOO-528,Beauty,420.28,1039.35,3.01,Y,2017-05-03
MAT000529,BEAU-GRT-529,Beauty,109.12,238.28,21.65,Y,2020-08-25
MAT000530,HOME-HCK-530,Home & Garden,164.51,241.38,11.26,Y,2017-09-07
MAT000531,AUTO-MTS-531,Automotive,215.22,307.83,38.57,Y,2019-01-23
MAT000532,HOME-CEH-532,Home & Garden,54.69,135.7,33.68,N,2017-06-01
MAT000533,FURN-VEN-533,Furniture,212.15,458.62,26.88,Y,2015-08-20
MAT000534,GROC-GFL-534,Grocery,107.43,176.27,20.55,Y,2018-12-18
MAT000535,FURN-YOS-535,Furniture,319.28,608.47,18.95,Y,2026-05-09
MAT000536,GROC-GMA-536,,222.13,410.44,17.4,Y,2022-03-27
MAT000537,APPA-ZIL-537,Apparel,271.12,638.32,25.33,Y,2021-08-11
MAT000538,GROC-BLC-538,Grocery,361.59,714.77,25.74,Y,2016-06-12
MAT000539,TOYS-FUT-539,Toys,289.6,357.63,39.98,Y,2016-11-28
MAT000540,SPOR-WWF-540,Sports,17.77,30.45,4.25,N,2026-05-07
MAT000541,HOME-ICU-541,Home & Garden,49.37,110.17,17.07,Y,2018-02-26
MAT000542,HOME-AXD-542,Home & Garden,400.77,623.05,10.3,N,2020-09-17
MAT000543,SPOR-URE-543,Sports,126.36,252.85,32.61,Y,2021-10-23
MAT000544,SPOR-LRK-544,Sports,226.68,383.77,38.94,N,2017-03-30
MAT000545,FURN-RNC-545,Furniture,59.26,108.6,16.37,Y,2023-04-13
MAT000546,BEAU-PFX-546,Beauty,49.97,77.39,1.19,Y,2024-05-19
MAT000547,SPOR-CFN-547,Sports,438.6,872.9,32.61,Y,2020-01-02
MAT000548,TOYS-MHK-548,Toys,261.26,517.13,28.05,Y,2024-08-18
MAT000549,ELEC-IGL-549,Electronics,454.1,599.08,13.27,Y,2020-04-24
MAT000550,TOYS-MDS-550,Toys,354.8,867.79,39.23,Y,2024-05-14
MAT000551,FURN-TWZ-551,Furniture,319.41,463.68,4.81,Y,2018-11-27
MAT000552,APPA-LNT-552,Apparel,473.08,834.56,7.83,Y,2015-01-04
MAT000553,TOYS-QLZ-553,Toys,467.01,623.87,29.2,Y,2018-02-27
MAT000554,ELEC-HOE-554,Electronics,313.01,411.31,13.58,Y,2017-05-16
MAT000555,TOYS-XOX-555,Toys,75.82,150.57,19.11,Y,2023-08-21
MAT000556,BEAU-MGX-556,Beauty,3.13,7.73,14.02,Y,2018-03-24
MAT000557,SPOR-IWL-557,Sports,129.84,193.35,6.39,Y,2015-01-10
MAT000558,BEAU-KCC-558,Beauty,499.57,791.14,16.25,Y,2021-02-05
MAT000559,ELEC-FWD-559,Electronics,435.81,886.64,14.78,Y,2022-07-17
MAT000560,BEAU-IKP-560,Beauty,449.27,977.0,9.15,Y,2021-08-07
MAT000561,APPA-GJR-561,Apparel,322.23,773.07,19.88,Y,2022-11-28
MAT000562,TOYS-FRB-562,Toys,367.07,903.89,27.63,Y,2022-03-23
MAT000563,HOME-NNE-563,Home & Garden,52.12,79.11,23.82,N,2018-05-02
MAT000564,FURN-QLN-564,Furniture,138.5,338.61,16.24,Y,2021-12-03
MAT000565,GROC-YNR-565,,229.16,484.0,20.99,Y,2017-06-04
MAT000566,FURN-MUK-566,Furniture,191.69,249.13,23.88,Y,2026-06-24
MAT000567,TOYS-SRD-567,Toys,433.92,907.54,15.29,Y,2021-01-18
MAT000568,GROC-MKK-568,Grocery,64.74,146.39,37.67,Y,2026-02-26
MAT000569,APPA-BVZ-569,Apparel,194.75,418.17,16.46,Y,2019-10-05
MAT000570,SPOR-PIZ-570,Sports,251.63,575.58,3.38,Y,2023-04-14
MAT000571,ELEC-LOP-571,Electronics,265.64,392.88,13.63,Y,2017-11-18
MAT000572,FURN-GKU-572,Furniture,322.57,398.5,23.77,Y,2025-05-10
MAT000573,HOME-NIQ-573,Home & Garden,142.44,294.9,5.71,Y,2019-08-02
MAT000574,FURN-HFI-574,Furniture,368.17,750.82,38.85,Y,2017-08-30
MAT000575,BEAU-EBG-575,Beauty,455.71,714.69,1.14,Y,2015-09-29
MAT000576,FURN-KVD-576,Furniture,328.03,650.73,1.15,Y,2023-02-03
MAT000577,AUTO-GIY-577,Automotive,62.22,121.96,36.48,Y,2025-11-16
MAT000578,AUTO-ZUF-578,Automotive,453.34,633.28,15.41,Y,2025-05-11
MAT000579,TOYS-JVV-579,Toys,22.56,40.83,30.14,Y,2025-02-26
MAT000580,AUTO-OPI-580,Automotive,395.2,730.6,3.88,Y,2015-01-04
MAT000581,FURN-ASJ-581,Furniture,191.3,461.36,9.22,Y,2017-03-17
MAT000582,FURN-WAE-582,Furniture,160.56,348.56,29.36,Y,2020-02-15
MAT000583,BEAU-YKJ-583,Beauty,456.19,777.6,20.61,Y,2017-08-27
MAT000584,APPA-MNO-584,Apparel,234.23,563.58,30.78,Y,2018-03-21
MAT000585,SPOR-CSQ-585,Sports,415.89,571.03,31.68,Y,2022-12-25
MAT000586,ELEC-BTH-586,Electronics,217.06,267.06,2.45,Y,2024-12-30
MAT000587,HOME-QBJ-587,Home & Garden,339.28,571.22,34.73,Y,2017-11-02
MAT000588,GROC-MEQ-588,Grocery,367.4,451.23,27.49,Y,2026-02-03
MAT000589,SPOR-MUI-589,Sports,96.98,169.65,25.01,Y,2021-05-08
MAT000590,BEAU-DJF-590,Beauty,436.49,782.59,32.35,Y,2020-07-05
MAT000591,BOOK-OHS-591,Books,391.7,681.13,20.06,Y,2016-06-26
MAT000592,FURN-XFH-592,Furniture,350.54,434.84,35.64,Y,2016-03-10
MAT000593,BOOK-DCB-593,Books,385.14,587.05,39.25,Y,2016-02-06
MAT000594,TOYS-RUR-594,Toys,90.52,216.19,13.01,Y,2015-12-03
MAT000595,GROC-JTG-595,Grocery,381.81,684.7,29.47,N,2017-08-30
MAT000596,AUTO-RTQ-596,Automotive,78.74,122.08,4.04,Y,2021-05-21
MAT000597,GROC-YSB-597,Grocery,432.71,685.92,27.79,Y,2025-03-07
MAT000598,APPA-OVV-598,Apparel,410.29,973.14,4.3,Y,2018-07-31
MAT000599,APPA-URW-599,Apparel,446.61,650.46,29.49,Y,2018-09-13
MAT000600,GROC-BYL-600,Grocery,364.7,441.67,8.86,Y,2017-07-18
MAT000601,APPA-RVO-601,Apparel,246.46,430.33,36.75,N,2016-05-12
MAT000602,HOME-YGO-602,Home & Garden,180.51,436.49,18.4,Y,2023-12-14
MAT000603,FURN-RXU-603,Furniture,482.21,1040.88,33.18,Y,2022-12-25
MAT000604,AUTO-PIU-604,Automotive,53.33,104.63,5.75,Y,2021-01-24
MAT000605,APPA-XPR-605,Apparel,149.51,300.61,29.06,Y,2025-02-14
MAT000606,HOME-NGZ-606,Home & Garden,20.55,38.84,22.63,Y,2018-08-24
MAT000607,BEAU-URG-607,Beauty,40.34,74.67,28.57,Y,2018-03-24
MAT000608,ELEC-FMI-608,Electronics,27.56,60.31,23.08,Y,2022-03-12
MAT000609,ELEC-PPA-609,Electronics,416.78,618.29,33.34,Y,2023-03-11
MAT000610,AUTO-DXQ-610,Automotive,48.19,83.13,8.02,Y,2020-04-13
MAT000611,FURN-YUW-611,,438.13,927.26,1.06,Y,2023-08-04
MAT000612,AUTO-FFN-612,Automotive,5.75,9.08,5.77,Y,2022-03-06
MAT000613,GROC-YHR-613,Grocery,315.52,650.9,37.68,Y,2021-09-23
MAT000614,FURN-KNO-614,Furniture,476.07,979.07,0.28,Y,2023-02-15
MAT000615,BOOK-IIE-615,Books,180.14,336.34,19.99,Y,2017-07-05
MAT000616,SPOR-RHI-616,Sports,302.07,739.68,35.41,Y,2026-01-07
MAT000617,FURN-DLB-617,Furniture,55.35,85.56,33.33,Y,2025-06-16
MAT000618,ELEC-ZRE-618,Electronics,412.33,642.4,29.24,Y,2025-02-20
MAT000619,AUTO-IPD-619,Automotive,336.35,610.67,8.1,Y,2020-05-29
MAT000620,FURN-BYF-620,Furniture,444.43,924.95,6.8,Y,2021-02-25
MAT000621,APPA-SFM-621,Apparel,352.7,763.19,35.48,Y,2016-07-07
MAT000622,ELEC-ZXW-622,Electronics,112.2,278.86,6.18,Y,2022-08-30
MAT000623,AUTO-IJZ-623,Automotive,300.74,617.82,16.79,Y,2019-10-25
MAT000624,AUTO-BBT-624,Automotive,238.04,561.34,25.83,Y,2019-09-30
MAT000625,GROC-SUE-625,Grocery,249.0,340.35,0.34,Y,2023-09-07
MAT000626,TOYS-LNP-626,Toys,63.36,154.79,30.58,Y,2018-09-07
MAT000627,AUTO-HEW-627,Automotive,483.59,602.76,-1.0,Y,2023-03-05
MAT000628,FURN-XJE-628,Furniture,23.1,51.21,15.27,Y,2023-03-30
MAT000629,TOYS-YKB-629,Toys,48.79,94.58,11.24,N,2022-04-25
MAT000630,FURN-AXO-630,Furniture,330.13,678.62,28.22,Y,2016-09-07
MAT000631,BEAU-MXT-631,Beauty,496.24,844.95,18.64,Y,2019-05-25
MAT000632,AUTO-TXZ-632,Automotive,402.5,785.63,1.54,Y,2024-05-12
MAT000633,BEAU-UJL-633,Beauty,421.7,534.27,6.87,Y,2026-03-01
MAT000634,TOYS-KJR-634,Toys,51.94,67.59,1.08,Y,2025-11-26
MAT000635,ELEC-IOW-635,Electronics,28.46,50.52,10.15,N,2016-03-04
MAT000636,TOYS-MSP-636,Toys,64.14,131.89,9.08,Y,2022-07-24
MAT000637,APPA-CPA-637,Apparel,10.46,18.24,12.45,Y,2022-06-07
MAT000638,TOYS-NAW-638,Toys,159.98,284.58,26.77,Y,2023-06-23
MAT000639,FURN-MJW-639,Furniture,308.62,746.38,20.73,Y,2021-09-18
MAT000640,TOYS-KAY-640,Toys,236.81,349.87,30.23,Y,2026-05-18
